# infovis

BNA,OMA,102
BNA,ORD,2150
BNA,PBI,178
BNA,PHL,1762
BNA,PHX,618
BNA,PIT,1426
BNA,RDU,360
BNA,RSW,299
BNA,SAT,264
BNA,STL,1565
BNA,TPA,1073
BNA,TYS,1267
BOI,DEN,1802
BOI,LAS,276
BOI,ORD,481
BOI,PSC,358
BOI,SEA,910
BOI,SFO,1367
BOI,SLC,1429
BOS,ATL,4227
BOS,BDL,1035
BOS,BGR,1418
BOS,BNA,1061
BOS,BTV,639
BOS,BUF,983
BOS,BWI,2819
BOS,CLE,2418
BOS,CLT,1893
BOS,CVG,1392
BOS,DAY,732
BOS,DCA,8261
BOS,DEN,1957
BOS,DFW,2981
BOS,DTW,2110
BOS,EWR,8270
BOS,FLL,1320
BOS,GSO,350
BOS,IAD,2259
BOS,IAH,1247
BOS,JFK,2615
BOS,LAX,1652
BOS,LGA,11141
BOS,MCI,467
BOS,MCO,1784
BOS,MDT,650
BOS,MEM,771
BOS,MIA,1628
BOS,MKE,497
BOS,MSP,1678
BOS,ORD,6391
BOS,ORF,652
BOS,PBI,803
BOS,PHL,7069
BOS,PIT,2993
BOS,PVD,1
BOS,PWM,1746
BOS,RDU,1164
BOS,RIC,335
BOS,ROC,1273
BOS,SFO,750
BOS,SJU,1022
BOS,SLC,700
BOS,STL,1625
BOS,SYR,1790
BOS,TPA,1352
BTM,BZN,713
BTM,SLC,5
BTR,ATL,996
BTR,BNA,1072
BTR,DFW,2935
BTR,IAH,905
BTR,JAN,2
BTR,LFT,276
BTR,MEM,1172
BTR,MOB,707
BTR,MSY,2
BTR,PNS,700
BTV,BDL,58
BTV,BOS,650
BTV,EWR,1494
BTV,IAD,335
BTV,LGA,1084
BTV,MHT,59
BTV,ORD,1048
BTV,PHL,564
BTV,PIT,1078
BTV,SYR,512
BUF,ALB,626
BUF,ATL,1399
BUF,BDL,658
BUF,BOS,983
BUF,BWI,1326
BUF,CLE,1924
BUF,DCA,1029
BUF,DEN,55
BUF,DTW,1616
BUF,EWR,5005
BUF,IAD,848
BUF,JFK,601
BUF,LGA,2574
BUF,MSP,298
BUF,ORD,3643
BUF,PHL,1067
BUF,PIT,1426
BUF,RDU,1075
BUF,ROC,246
BUF,SYR,1204
BUF,TPA,101
BUR,BFL,110
BUR,DEN,1910
BUR,DFW,722
BUR,LAS,3589
BUR,LGB,283
BUR,OAK,3057
BUR,ONT,507
BUR,PDX,643
BUR,PHX,1412
BUR,RNO,290
BUR,SAN,58
BUR,SEA,307
BUR,SFO,5448
BUR,SJC,2243
BUR,SLC,700
BUR,SMF,1277
BUR,SNA,10
BUR,STL,651
BWI,ALB,1070
BWI,ATL,3607
BWI,AVL,519
BWI,BDL,1953
BWI,BGM,498
BWI,BNA,1301
BWI,BOS,2899
BWI,BUF,717
BWI,CAE,359
BWI,CHO,350
BWI,CHS,367
BWI,CLE,1337
BWI,CLT,2047
BWI,CVG,713
BWI,DAY,321
BWI,DCA,211
BWI,DEN,928
BWI,DFW,2122
BWI,DTW,2638
BWI,EWR,1565
BWI,FAY,605
BWI,FLL,713
BWI,GSO,1759
BWI,IAD,45
BWI,IAH,1387
BWI,ILM,1039
BWI,ISO,713
BWI,ISP,938
BWI,JAX,756
BWI,JFK,1308
BWI,LAS,56
BWI,LAX,526
BWI,LGA,2089
BWI,LYH,77
BWI,MCI,61
BWI,MCO,1845
BWI,MDT,226
BWI,MEM,391
BWI,MIA,1059
BWI,MSP,798
BWI,MSY,352
BWI,MYR,601
BWI,OAJ,716
BWI,ORD,4103
BWI,ORF,2114
BWI,ORH,1370
BWI,PBI,353
BWI,PHL,868
BWI,PHX,857
BWI,PIT,2600
BWI,PVD,1031
BWI,RDU,1617
BWI,RIC,1234
BWI,ROA,1199
BWI,ROC,1419
BWI,RSW,327
BWI,SJU,709
BWI,STL,1526
BWI,SYR,1418
BWI,TPA,1085
BWI,UCA,260
BZN,BIL,464
BZN,BTM,702
BZN,DEN,709
BZN,GTF,115
BZN,MSO,292
BZN,MSP,248
BZN,SLC,1067
CAE,ATL,4673
CAE,BWI,361
CAE,CHS,88
CAE,CLT,2554
CAE,EWR,1050
CAE,GSO,115
CAE,IAD,455
CAE,JAX,1
CAE,ORD,311
CAE,RDU,962
CAE,SAV,116
CAK,ATL,704
CAK,BNA,57
CAK,BWI,1
CAK,CLE,114
CAK,CMH,267
CAK,DAY,1079
CAK,DTW,153
CAK,FWA,291
CAK,ORD,1430
CAK,PIT,3
CCR,LAX,1289
CDV,ANC,342
CDV,YAK,321
CHA,ATL,2382
CHA,BHM,3
CHA,BNA,1064
CHA,CLT,719
CHA,HSV,2
CHA,MEM,993
CHA,RSW,1
CHA,TYS,21
CHO,BWI,209
CHO,CLT,595
CHO,LGA,296
CHO,LYH,362
CHO,ROA,360
CHS,ATL,5147
CHS,BWI,363
CHS,CAE,1
CHS,CLT,1559
CHS,DCA,596
CHS,EWR,360
CHS,GSP,350
CHS,IAD,538
CHS,JAX,620
CHS,LGA,349
CHS,MIA,145
CHS,MYR,35
CHS,ORD,586
CHS,ORF,668
CHS,PBI,1
CHS,RDU,1066
CHS,SAV,1589
CID,DEN,724
CID,DSM,1074
CID,DTW,186
CID,MLI,708
CID,MSP,695
CID,PIA,110
CID,STL,1553
CID,SUX,13
CLE,ALB,378
CLE,ATL,3305
CLE,BDL,363
CLE,BNA,1069
CLE,BOS,2684
CLE,BUF,1957
CLE,BWI,1448
CLE,CAK,118
CLE,CLT,1011
CLE,CMH,362
CLE,CRW,5
CLE,CVG,1517
CLE,DCA,2510
CLE,DEN,1887
CLE,DFW,722
CLE,DTW,2594
CLE,EWR,3623
CLE,FLL,530
CLE,FNT,264
CLE,IAD,1471
CLE,IAH,1011
CLE,IND,1600
CLE,JFK,1234
CLE,LAN,269
CLE,LAS,102
CLE,LAX,1326
CLE,LGA,3657
CLE,MBS,283
CLE,MCI,215
CLE,MCO,1201
CLE,MDW,836
CLE,MEM,749
CLE,MIA,674
CLE,MKE,685
CLE,MSP,1666
CLE,MSY,118
CLE,ORD,4626
CLE,PBI,260
CLE,PHL,2523
CLE,PHX,177
CLE,PIT,2486
CLE,RDU,1065
CLE,ROC,374
CLE,RSW,30
CLE,SFO,730
CLE,SRQ,325
CLE,STL,1784
CLE,SYR,575
CLE,TPA,834
CLT,AGS,699
CLT,ATL,6269
CLT,AVL,1773
CLT,BHM,1354
CLT,BNA,1408
CLT,BOS,2166
CLT,BWI,2270
CLT,CAE,2532
CLT,CHA,710
CLT,CHO,591
CLT,CHS,1580
CLT,CLE,1114
CLT,CMH,1069
CLT,CRW,1057
CLT,CVG,1089
CLT,DAB,353
CLT,DAY,1594
CLT,DCA,2150
CLT,DEN,706
CLT,DFW,2476
CLT,DTW,1310
CLT,EWR,3098
CLT,FAY,2874
CLT,FLL,1051
CLT,GSO,3482
CLT,GSP,1778
CLT,HTS,1052
CLT,IAH,1244
CLT,ILM,1795
CLT,IND,811
CLT,ISO,709
CLT,JAX,1826
CLT,JFK,360
CLT,LAX,691
CLT,LEX,719
CLT,LGA,2342
CLT,LYH,1054
CLT,MCI,180
CLT,MCO,1926
CLT,MEM,707
CLT,MIA,1485
CLT,MSP,704
CLT,MSY,1416
CLT,MYR,2153
CLT,OAJ,1063
CLT,ORD,4319
CLT,ORF,2698
CLT,PHL,2094
CLT,PHX,464
CLT,PIT,2413
CLT,RDU,3979
CLT,RIC,2436
CLT,ROA,2195
CLT,RSW,323
CLT,SAV,1056
CLT,SDF,1007
CLT,SEA,450
CLT,SFO,691
CLT,STL,2071
CLT,TLH,1008
CLT,TPA,1741
CLT,TRI,1947
CLT,TYS,1411
CMH,ATL,2791
CMH,BNA,325
CMH,CAK,269
CMH,CLE,364
CMH,CLT,1085
CMH,CVG,1954
CMH,DAY,23
CMH,DCA,1741
CMH,DEN,367
CMH,DFW,722
CMH,DTW,1327
CMH,EWR,2086
CMH,IAH,244
CMH,IND,1617
CMH,JFK,327
CMH,LGA,1724
CMH,MCO,211
CMH,MEM,650
CMH,MSP,766
CMH,ORD,4049
CMH,PHL,820
CMH,PIT,1796
CMH,SDF,119
CMH,STL,1616
CMI,DAY,1074
CMI,PIA,332
CMI,STL,812
COS,ABQ,1
COS,DEN,3297
COS,DFW,1443
COS,ICT,247
COS,LAS,294
COS,ORD,1190
COS,PHX,1051
COS,PUB,950
COS,SLC,1015
COS,STL,1020
CPR,BIS,298
CPR,DEN,165
CPR,RAP,208
CPR,SLC,720
CRP,DFW,1523
CRP,HOU,2523
CRP,HRL,2
CRP,IAH,1405
CRP,SAT,86
CRW,CLE,5
CRW,CLT,1285
CRW,CVG,302
CRW,DCA,663
CRW,HTS,590
CRW,LEX,147
CRW,LGA,346
CRW,ORD,238
CRW,PIT,1065
CSG,ATL,1034
CVG,ATL,2280
CVG,BDL,734
CVG,BHM,359
CVG,BNA,841
CVG,BOS,1413
CVG,BWI,715
CVG,CLE,1517
CVG,CLT,692
CVG,CMH,1601
CVG,DAY,505
CVG,DCA,1623
CVG,DEN,475
CVG,DFW,2044
CVG,DTW,2947
CVG,EWR,2326
CVG,FLL,714
CVG,FWA,354
CVG,IAH,1074
CVG,IND,2229
CVG,JAN,704
CVG,JFK,595
CVG,LAX,1063
CVG,LEX,2168
CVG,LGA,1744
CVG,LIT,705
CVG,MCI,1013
CVG,MCO,1071
CVG,MDT,1
CVG,MEM,1687
CVG,MIA,709
CVG,MSP,1709
CVG,MSY,1073
CVG,ORD,5492
CVG,ORF,715
CVG,PBI,715
CVG,PDX,355
CVG,PHL,2425
CVG,PHX,713
CVG,PIT,2571
CVG,RDU,659
CVG,RIC,1037
CVG,RSW,358
CVG,SAN,354
CVG,SDF,2568
CVG,SEA,357
CVG,SFO,711
CVG,SLC,1055
CVG,STL,2092
CVG,TPA,1059
CVG,TYS,352
CWA,ATW,65
CWA,DTW,141
CWA,MKE,406
CWA,MSP,1086
DAB,ATL,2992
DAB,CLT,362
DAB,EWR,429
DAB,JAX,776
DAB,MLB,1040
DAB,RDU,776
DAL,ABQ,1078
DAL,AMA,2182
DAL,AUS,3725
DAL,ELP,935
DAL,HOU,9846
DAL,IAH,1772
DAL,LBB,2434
DAL,LIT,1981
DAL,MAF,2123
DAL,MSY,410
DAL,OKC,2459
DAL,SAT,4182
DAL,TUL,2511
DAY,ATL,1733
DAY,AZO,1354
DAY,BOS,883
DAY,BWI,440
DAY,CAK,1067
DAY,CLT,1077
DAY,CMH,230
DAY,CMI,1066
DAY,CVG,483
DAY,DCA,1406
DAY,DEN,357
DAY,DFW,1029
DAY,DTW,200
DAY,EVV,1009
DAY,EWR,1234
DAY,FLL,350
DAY,FNT,1067
DAY,FWA,917
DAY,GRR,1355
DAY,JFK,354
DAY,LAN,1000
DAY,LAX,711
DAY,LGA,1359
DAY,MCO,1120
DAY,MIA,714
DAY,MSP,685
DAY,ORD,3368
DAY,PHL,1464
DAY,PIT,1422
DAY,SBN,1358
DAY,SDF,1037
DAY,SFO,446
DAY,STL,1577
DAY,TOL,688
DAY,TPA,1002
DCA,ALB,664
DCA,ATL,5608
DCA,BDL,1713
DCA,BNA,1067
DCA,BOS,7878
DCA,BUF,1006
DCA,BWI,177
DCA,CHS,556
DCA,CLE,2561
DCA,CLT,2206
DCA,CMH,1720
DCA,CRW,664
DCA,CVG,1629
DCA,DAY,1383
DCA,DFW,3595
DCA,DTW,2269
DCA,EWR,4477
DCA,FLL,354
DCA,GSO,1061
DCA,IAD,3
DCA,IAH,1478
DCA,IND,1241
DCA,ISP,635
DCA,JFK,2197
DCA,LEX,300
DCA,LGA,10454
DCA,MCI,664
DCA,MCO,1960
DCA,MEM,1332
DCA,MIA,2705
DCA,MKE,416
DCA,MSP,2015
DCA,MSY,638
DCA,OKC,1
DCA,ORD,6606
DCA,ORF,271
DCA,PBI,622
DCA,PHL,1
DCA,PIT,2369
DCA,PVD,2242
DCA,RDU,2645
DCA,ROC,1022
DCA,SDF,665
DCA,STL,3036
DCA,SYR,2062
DCA,TPA,1109
DEN,ABQ,3708
DEN,ALB,1
DEN,AMA,508
DEN,ANC,125
DEN,ATL,3134
DEN,AUS,1051
DEN,BDL,248
DEN,BFL,111
DEN,BIL,1831
DEN,BIS,804
DEN,BOI,1769
DEN,BOS,1956
DEN,BUF,57
DEN,BUR,1995
DEN,BWI,901
DEN,BZN,651
DEN,CID,715
DEN,CLE,1887
DEN,CLT,709
DEN,CMH,361
DEN,COS,3239
DEN,CPR,141
DEN,CVG,469
DEN,DAY,354
DEN,DFW,7203
DEN,DSM,1368
DEN,DTW,2449
DEN,ELP,1132
DEN,EUG,870
DEN,EWR,3223
DEN,FAR,528
DEN,FAT,1292
DEN,FSD,901
DEN,GEG,1490
DEN,GJT,1519
DEN,GTF,127
DEN,HNL,467
DEN,HOU,1199
DEN,IAD,2928
DEN,IAH,4306
DEN,ICT,2661
DEN,IND,1147
DEN,JAC,73
DEN,JFK,586
DEN,LAS,4223
DEN,LAX,6244
DEN,LGA,2705
DEN,LNK,898
DEN,MCI,3395
DEN,MCO,1352
DEN,MDW,1850
DEN,MEM,774
DEN,MIA,899
DEN,MKE,1370
DEN,MLI,461
DEN,MSN,471
DEN,MSO,216
DEN,MSP,4360
DEN,MSY,1456
DEN,OAK,2559
DEN,OKC,2695
DEN,OMA,2958
DEN,ONT,2749
DEN,ORD,8038
DEN,PDX,2561
DEN,PHL,1621
DEN,PHX,5184
DEN,PIA,230
DEN,PIT,1648
DEN,PSP,779
DEN,RAP,139
DEN,RNO,2201
DEN,SAN,3109
DEN,SAT,1039
DEN,SBA,788
DEN,SDF,146
DEN,SEA,3498
DEN,SFO,5059
DEN,SGF,843
DEN,SJC,2688
DEN,SLC,5546
DEN,SMF,2275
DEN,SNA,1657
DEN,STL,3200
DEN,TPA,700
DEN,TUL,2363
DEN,TUS,2005
DET,BNA,287
DET,MDW,1282
DET,STL,433
DFW,ABQ,3837
DFW,AMA,2855
DFW,ATL,6617
DFW,AUS,5956
DFW,BDL,501
DFW,BFL,703
DFW,BHM,1201
DFW,BNA,3409
DFW,BOS,2411
DFW,BTR,2543
DFW,BUR,694
DFW,BWI,2085
DFW,CLE,696
DFW,CLT,2452
DFW,CMH,693
DFW,COS,1390
DFW,CRP,1473
DFW,CVG,2359
DFW,DAY,1033
DFW,DCA,3187
DFW,DEN,7094
DFW,DSM,677
DFW,DTW,3289
DFW,ELP,3821
DFW,EWR,2947
DFW,FLL,1473
DFW,GSO,472
DFW,GUC,119
DFW,HDN,136
DFW,HNL,1004
DFW,HOU,5557
DFW,HRL,1391
DFW,HSV,691
DFW,IAD,2168
DFW,IAH,9106
DFW,ICT,1615
DFW,IND,1432
DFW,JAN,2104
DFW,JAX,1040
DFW,JFK,1038
DFW,LAS,3392
DFW,LAX,4703
DFW,LBB,2937
DFW,LGA,3955
DFW,LGB,1787
DFW,LIT,3421
DFW,MAF,1504
DFW,MCI,3595
DFW,MCO,2812
DFW,MEM,4105
DFW,MIA,2357
DFW,MLU,354
DFW,MOB,341
DFW,MSP,2741
DFW,MSY,4199
DFW,OAK,908
DFW,OKC,6534
DFW,OMA,1349
DFW,ONT,2831
DFW,ORD,6720
DFW,ORF,695
DFW,PBI,1081
DFW,PDX,1522
DFW,PHL,2413
DFW,PHX,3770
DFW,PIT,2098
DFW,PSP,297
DFW,RDU,1876
DFW,RIC,347
DFW,RNO,1196
DFW,RSW,690
DFW,SAN,3143
DFW,SAT,7046
DFW,SAV,348
DFW,SDF,1792
DFW,SEA,2805
DFW,SFO,4124
DFW,SHV,4081
DFW,SJC,1712
DFW,SJU,333
DFW,SLC,2895
DFW,SMF,1375
DFW,SNA,2357
DFW,SRQ,333
DFW,STL,4557
DFW,TPA,2791
DFW,TUL,5545
DFW,TUS,1782
DFW,TYS,31
DLH,MSP,1377
DRO,GJT,359
DRO,PHX,347
DSM,BNA,297
DSM,CID,1047
DSM,DEN,1433
DSM,DFW,1078
DSM,FSD,141
DSM,MCI,159
DSM,MEM,451
DSM,MKE,339
DSM,MSP,1334
DSM,OMA,931
DSM,ORD,3405
DSM,PHX,1064
DSM,STL,1845
DTW,ABE,915
DTW,ALB,1107
DTW,ATL,4961
DTW,ATW,123
DTW,AZO,1211
DTW,BDL,1689
DTW,BHM,285
DTW,BNA,2126
DTW,BOS,2373
DTW,BUF,1509
DTW,BWI,2583
DTW,CAK,129
DTW,CID,177
DTW,CLE,2305
DTW,CLT,1335
DTW,CMH,1257
DTW,CVG,3223
DTW,CWA,188
DTW,DAY,183
DTW,DCA,2130
DTW,DEN,2464
DTW,DFW,3225
DTW,ERI,140
DTW,EWR,4186
DTW,FLL,579
DTW,FWA,1209
DTW,GRB,1093
DTW,GRR,1883
DTW,HOU,926
DTW,HPN,1151
DTW,IAD,2204
DTW,IAH,1028
DTW,IND,2165
DTW,JFK,1392
DTW,LAN,1174
DTW,LAS,435
DTW,LAX,1296
DTW,LGA,3242
DTW,MBS,1891
DTW,MCI,1546
DTW,MCO,1365
DTW,MDT,635
DTW,MDW,2924
DTW,MEM,1465
DTW,MIA,1215
DTW,MKE,2438
DTW,MSN,1332
DTW,MSP,2814
DTW,MSY,84
DTW,ORD,6478
DTW,ORF,649
DTW,ORH,611
DTW,PBI,540
DTW,PDX,178
DTW,PHL,3047
DTW,PHX,912
DTW,PIA,190
DTW,PIT,3739
DTW,PVD,920
DTW,RDU,1081
DTW,ROC,1237
DTW,RSW,348
DTW,SAN,591
DTW,SBN,1208
DTW,SDF,919
DTW,SEA,734
DTW,SFO,1504
DTW,SRQ,470
DTW,STL,3138
DTW,SYR,1188
DTW,TPA,1122
EAU,LSE,333
EAU,MSP,1015
ELM,BGM,357
ELM,ITH,357
ELM,PIT,1023
ELM,SYR,1027
ELP,ABQ,2227
ELP,AUS,1336
ELP,DAL,1182
ELP,DEN,1184
ELP,DFW,3905
ELP,HOU,1048
ELP,IAH,828
ELP,LAS,355
ELP,LAX,1558
ELP,LBB,784
ELP,MAF,1232
ELP,ORD,309
ELP,PHX,5090
ELP,SAN,646
ELP,SAT,1368
ELP,SFO,269
ELP,TUS,557
ERI,DTW,158
ERI,ITH,329
ERI,PIT,1798
EUG,DEN,810
EUG,MFR,172
EUG,PDX,698
EUG,SFO,1827
EUG,SJC,87
EVV,ATL,178
EVV,BNA,29
EVV,DAY,1022
EVV,IND,1074
EVV,MDW,145
EVV,SDF,146
EWR,ATL,4685
EWR,AUS,93
EWR,BDL,2078
EWR,BNA,1060
EWR,BOS,7669
EWR,BTV,1422
EWR,BUF,4917
EWR,BWI,1786
EWR,CAE,1041
EWR,CHS,355
EWR,CLE,3611
EWR,CLT,2792
EWR,CMH,2008
EWR,CVG,2287
EWR,DAB,476
EWR,DAY,1225
EWR,DCA,4424
EWR,DEN,3241
EWR,DFW,2983
EWR,DTW,4201
EWR,FLL,2931
EWR,GSO,1793
EWR,HDN,2
EWR,HNL,76
EWR,HOU,199
EWR,IAD,1974
EWR,IAH,2051
EWR,IND,1551
EWR,JAX,2000
EWR,JFK,8
EWR,LAS,318
EWR,LAX,2016
EWR,LGA,7
EWR,MCI,915
EWR,MCO,3480
EWR,MDW,542
EWR,MEM,1091
EWR,MIA,2393
EWR,MKE,197
EWR,MLB,409
EWR,MSP,1770
EWR,MSY,974
EWR,ONT,7
EWR,ORD,10334
EWR,ORF,3245
EWR,ORH,657
EWR,PBI,2570
EWR,PHL,169
EWR,PHX,360
EWR,PIT,4533
EWR,PVD,1484
EWR,PWM,1825
EWR,RDU,2809
EWR,RIC,1458
EWR,ROA,124
EWR,ROC,2863
EWR,RSW,1072
EWR,SAN,238
EWR,SAT,157
EWR,SEA,113
EWR,SFO,1573
EWR,SJC,133
EWR,SJU,1763
EWR,SRQ,916
EWR,STL,1649
EWR,STT,188
EWR,SYR,3878
EWR,TPA,2037
EWR,UCA,127
EYW,MIA,2230
FAI,ANC,3243
FAI,JNU,360
FAR,BIS,5
FAR,DEN,546
FAR,FSD,295
FAR,MSP,1663
FAR,ORD,279
FAR,SUX,128
FAT,DEN,1108
FAT,LAX,2572
FAT,RNO,1049
FAT,SCK,447
FAT,SFO,131
FAT,SLC,331
FAY,BWI,504
FAY,CLT,3471
FAY,ORF,293
FCA,HLN,314
FCA,MSO,310
FCA,SLC,98
FLG,GCN,621
FLG,PHX,2010
FLL,ATL,4918
FLL,BDL,541
FLL,BNA,320
FLL,BOS,1353
FLL,BWI,773
FLL,CLE,414
FLL,CLT,1076
FLL,CVG,717
FLL,DAY,356
FLL,DCA,345
FLL,DFW,1532
FLL,DTW,578
FLL,EWR,2937
FLL,IAD,868
FLL,IAH,823
FLL,ISP,451
FLL,JAX,1316
FLL,JFK,1672
FLL,LGA,3148
FLL,MCO,2669
FLL,MDT,1
FLL,MEM,426
FLL,MIA,1298
FLL,MSP,46
FLL,MSY,208
FLL,ORD,818
FLL,PBI,1322
FLL,PHL,2134
FLL,PIT,846
FLL,RDU,1072
FLL,RSW,69
FLL,SRQ,110
